GeneFO538757.2
CLCC1
TAF13
TMEM167B
SARS
SORT1
PSMA5
SYPL2
GNAI3
AMPD2
GSTM4
GSTM5
GSTM3
CSF1
AHCYL1
SLC16A4
LAMTOR5
LRIF1
DRAM2
CEPT1
WDR77
ATP5F1
RAP1A
CTTNBP2NL
WNT2B
CAPZA1
MOV10
RHOC
SLC16A1
SLC16A1-AS1
PHTF1
RSBN1
HIPK1
OLFML3
TRIM33
BCAS2
NRAS
CSDE1
SIKE1
VANGL1
ATP1A1
MAN1A2
PHGDH
NOTCH2
SEC22B
SRGAP2C
RP11-14N7.2
SRGAP2B
RNF115
POLR3C
ANKRD35
PEX11B
RBM8A
LIX1L
POLR3GL
TXNIP
PRKAB2
CHD1L
PDE4DIP
CH17-189H20.1
BOLA1
SV2A
SF3B4
OTUD7B
PLEKHO1
ANP32E
APH1A
C1orf54
MRPS21
RPRD2
ECM1
MCL1
ENSA
CTSK
ARNT
CERS2
C1orf56
CDC42SE1
MLLT11
SCNM1
VPS72
PIP5K1A
PSMD4
PI4KB
SELENBP1
PSMB4
POGZ
SNX27
MRPL9
THEM4
S100A10
S100A11
S100A6
S100A4
S100A16
S100A13
CHTOP
SNAPIN
ILF2
GATAD2B
SLC39A1
JTB
RAB13
RPS27
TPM3
C1orf43
UBAP2L
HAX1
ATP8B2
UBE2Q1
ADAR
PMVK
PBXIP1
SHC1
CKS1B
FLAD1
ADAM15
SLC50A1
DPM3
KRTCAP2
THBS3
MTX1
GBA
FAM189B
SCAMP3
FDPS
RUSC1
ASH1L
YY1AP1
DAP3
GON4L
SYT11
RIT1
KIAA0907
ARHGEF2
SSR2
LAMTOR2
LMNA
PMF1
GLMP
CCT3
APOA1BP
GPATCH4
NES
ISG20L2
MRPL24
HDGF
PRCC
KIRREL
IFI16
DUSP23
TAGLN2
PEA15
DCAF8
PEX19
COPA
NCSTN
TSTD1
PFDN2
NIT1
DEDD
UFC1
B4GALT3
NDUFS2
SDHC
DUSP12
ATF6
UHMK1
UAP1
DDR2
HSD17B7
PBX1
MGST3
ALDH9A1
TMCO1
UCK2
POGK
CREG1
MPZL1
MPC2
DCAF6
GPR161
TIPRL
SFT2D2
NME7
BLZF1
PRRX1
PRRC2C
VAMP4
PIGC
SUCO
PRDX6
KLHL20
RC3H1
CACYBP
MRPS14
RFWD2
RASAL2
RALGPS2
FAM20B
TOR3A
ABL2
SOAT1
TOR1AIP2
TOR1AIP1
CEP350
QSOX1
ACBD6
STX6
MR1
IER5
GLUL
DHX9
LAMC1
ARPC5
TSEN15
C1orf21
EDEM3
FAM129A
IVNS1ABP
TPR
C1orf27
RGS2
UCHL5
TROVE2
GLRX2
CDC73
CFH
DENND1B
C1orf53
NEK7
ZNF281
CAMSAP2
TMEM9
PHLDA3
CSRP1
NAV1
IPO9
SHISA4
LMOD1
TIMM17A
RNPEP
ARL8A
UBE2T
PPP1R12B
KDM5B
RABIF
ADIPOR1
CYB5R1
TMEM183A
BTG2
FMOD
ATP2B4
ZC3H11A
ZBED6
SNRPE
ETNK2
PLEKHA6
PPP1R15B
MDM4
NFASC
RBBP5
DSTYK
ELK4
NUCKS1
RAB29
SLC41A1
IKBKE
EIF2D
MAPKAPK2
CD55
CD46
G0S2
HSD11B1
SYT14
SERTAD4-AS1
RCOR3
TRAF5
LINC00467
SLC30A1
LPGAT1
PPP2R5A
NENF
NSL1
SMYD2
PTPN14
KCTD3
GPATCH2
RRP15
TGFB2
LYPLAL1
EPRS
IARS2
RAB3GAP2
DUSP10
MIA3
AIDA
BROX
CAPN2
TP53BP2
DEGS1
CNIH4
WDR26
LBR
ENAH
SRP9
EPHX1
TMEM63A
PYCR2
H3F3A
ACBD3
PARP1
PSEN2
CDC42BPA
SNAP47
JMJD4
ARF1
C1orf35
MRPL55
GUK1
HIST3H2A
RNF187
RAB4A
GALNT2
COG2
C1orf198
ARV1
FAM89A
C1orf131
GNPAT
SPRTN
EGLN1
TSNAX
NTPCR
COA6
IRF2BP2
TOMM20
ARID4B
GGPS1
LYST
NID1
GPR137B
LGALS8
HEATR1
MTR
FH
OPN3
CHML
CEP170
SDCCAG8
AKT3
ADSS
DESI2
COX20
HNRNPU
KIF26B
SMYD3
SCCPDH
AHCTF1
SH3YL1
ACP1
TMEM18
PXDN
TSSC1
TRAPPC12
ADI1
RNASEH1
RNASEH1-AS1
RPS7
ID2
KIDINS220
ASAP2
ITGB1BP1
CPSF3
IAH1
ADAM17
YWHAQ
TAF1B
HPCAL1
ODC1
NOL10
PDIA6
PQLC3
ROCK2
E2F6
LPIN1
NBAS
DDX1
FAM49A
SMC6
RDH14
LAPTM4A
PUM2
RHOB
HS1BP3
KLHL29
UBXN2A
SF3B6
TP53I3
ITSN2
NCOA1
PTRHD1
ASXL2
RAB10
HADHA
HADHB
SLC35F6
MAPRE3
TMEM214
AGBL5
OST4
EMILIN1
PREB
ATRAID
MPV17
EIF2B4
SNX17
PPM1G
NRBP1
FNDC4
GPN1
SUPT7L
SLC4A1AP
MRPL33
BRE
FOSL2
PPP1CB
WDR43
CLIP4
YPEL5
LBH
LCLAT1
DPY30
YIPF4
BIRC6
LTBP1
FAM98A
RP11-490M8.1
CRIM1
FEZ2
EIF2AK2
CEBPZOS
CEBPZ
PRKD3
CDC42EP3
CYP1B1
HNRNPLL
GALM
SRSF7
GEMIN6
MORN2
SOS1
MAP4K3
AC007246.3
PKDCC
EML4
COX7A2L
MTA3
ZFP36L2
PLEKHH2
LRPPRC
PPM1B
PREPL
EPAS1
RHOQ
PIGF
CRIPT
SOCS5
MCFD2
CALM2
FBXO11
ERLEC1
PSME4
ACYP2
SPTBN1
RTN4
RPS27A
MTIF2
CCDC88A
CFAP36
PPP4R3B
PNPT1
EFEMP1
PEX13
AHSA2
USP34
XPO1
CCT4
COMMD1
EHBP1
MDH1
UGP2
AFTPH
SERTAD2
RAB1A
ACTR2
MEIS1
ETAA1
C1D
PNO1
PPP3R1
CNRIP1
ANTXR1
GFPT1
NFU1
AAK1
ANXA4
GMCL1
SNRNP27
PCBP1
TIA1
PCYOX1
SNRPG
FAM136A
TEX261
NAGK
MCEE
MPHOSPH10
ZNF638
EXOC6B
SPR
SFXN5
RAB11FIP5
PRADC1
CCT7
TPRKB
DUSP11
STAMBP
ACTG2
DGUOK
BOLA3
MOB1A
MTHFD2
DCTN1
WDR54
MOGS
AUP1
HTRA2
DOK1
HK2
POLE4
EVA1A
MRPL19
SUCLG1
TMSB10
KCMF1
TCF7L1
TGOLN2
RETSAT
ELMOD3
CAPG
MAT2A
GGCX
VAMP5
RNF181
TMEM150A
USP39
C2orf68
ATOH8
ST3GAL5
PTCD3
IMMT
MRPL35
CHMP3
LINC00152
KRCC1
RPIA
MRPS5
FAHD2A
ANKRD36C
STARD7
TMEM127
CIAO1
SNRNP200
ARID5A
KANSL3
ANKRD39
COX5B
ACTR1B
TMEM131
COA5
UNC50
MITD1
MRPL30
TXNDC9
EIF5B
REV1
AFF3
PDCL3
RPL31
CNOT11
RNF149
MAP4K4
IL1R1
MRPS9
C2orf49
FHL2
NCK2
UXS1
GCC2
LIMS1
RANBP2
SH3RF3
SEPT10
LINC00116
MIR4435-2HG
RP11-803D5.4
TMEM87B
ZC3H6
TTL
CHCHD5
SLC20A1
PGM5P4-AS1
SLC35F5
ACTR3
DDX18
CCDC93
INSIG2
AC093901.1
C2orf76
DBI
TMEM185B
RALB
GLI2
CLASP1
NIFK
TSN
GYPC
BIN1
ERCC3
MAP3K2
IWS1
LIMS2
WDR33
POLR2D
UGGT1
HS6ST1
SMPD4
MZT2B
CCDC115
IMP4
PTPN18
FAM168B
PLEKHB2
MZT2A
LYPD1
NCKAP5
MGAT5
RAB3GAP1
R3HDM1
UBXN4
DARS
HNMT
ZEB2
ORC4
MBD5
MMADHC
RND3
RBM43
NMI
TNFAIP6
RIF1
ARL5A
FMNL2
PRPF40A
ARL6IP6
GALNT13
ACVR1
PKP4
TANC1
BAZ2B
MARCH7
CD302
RBMS1
TANK
PSMD14
DPP4
FAP
FIGN
COBLL1
STK39
PPIG
KLHL23
SSB
METTL5
UBR3
GORASP2
TLK1
METTL8
CYBRD1
DYNC1I2
HAT1
AC013461.1
SP3
OLA1
CIR1
WIPF1
CHN1
ATF2
ATP5G3
KIAA1715
MTX2
HNRNPA3
NFE2L2
AGPS
PRKRA
FKBP7
PLEKHA3
SESTD1
CWC22
UBE2E3
SSFA2
DNAJC10
NCKAP1
ZNF804A
ZC3H15
ITGAV
FAM171B
TFPI
GULP1
COL3A1
COL5A2
SLC40A1
ASNSD1
ORMDL1
HIBCH
INPP1
GLS
STAT1
MYO1B
NABP1
SLC39A10
STK17B
SF3B1
COQ10B
HSPD1
HSPE1
MOB4
C2orf69
C2orf47
SPATS2L
BZW1
CLK1
PPIL3
FAM126B
NDUFB3
CFLAR
TRAK2
STRADB
TMEM237
ALS2
FZD7
SUMO1
NOP58
BMPR2
WDR12
NBEAL1
CYP20A1
ABI2
RAPH1
PARD3B
NRP2
NDUFS1
EEF1B2
FASTKD2
KLF7
CREB1
METTL21A
CCNYL1
IDH1
PIKFYVE
RPE
SPAG16
ATIC
FN1
XRCC5
RPL37A
IGFBP2
IGFBP5
TNS1
ARPC2
AAMP
PNKD
TMBIM1
CTDSP1
RQCD1
CYP27A1
CNPPD1
FAM134A
ZFAND2B
ATG9A
STK16
TUBA4A
DNAJB2
DNPEP
GMPPA
CHPF
OBSL1
EPHA4
FARSB
ACSL3
WDFY1
MRPL44
SERPINE2
CUL3
IRS1
MFF
AGFG1
TRIP12
SP140L
SP100
CAB39
ITM2C
PSMD1
ARMC9
NCL
PTMA
COPS7B
EIF4E2
GIGYF2
USP40
SH3BP4
ACKR3
COPS8
COL6A3
MLPH
LRRFIP1
RAMP1
UBE2F
ILKAP
TRAF3IP1
ASB1
TWIST2
NDUFA10
MYEOV2
GPC1
RNPEPL1
MTERF4
PPP1R7
HDLBP
SEPT2
STK25
BOK
THAP4
ATG4B
DTYMK
D2HGDH
CNTN4
TRNT1
CRBN
SUMF1
ITPR1
BHLHE40
ARL8B
EDEM1
LMCD1
OXTR
THUMPD3-AS1
THUMPD3
SETD5
MTMR14
OGG1
CAMK1
TADA3
ARPC4
RPUSD3
JAGN1
IL17RC
EMC3
BRK1
SEC13
HRH1
ATG7
VGLL4
PPARG
MKRN2
RAF1
RPL32
TMEM43
XPC
LSM3
SLC6A6
CCDC174
FGD5-AS1
MRPS25
RBSN
CAPN7
ANKRD28
DPH3
RFTN1
TBC1D5
RAB5A
UBE2E2
UBE2E1
RPL15
NR1D2
RARB
TOP2B
NGLY1
SLC4A7
CMC1
AZI2
RBMS3
TGFBR2
STT3B
OSBPL10
CMTM8
CMTM7
CMTM6
DYNC1LI1
GLB1
CRTAP
UBP1
PDCD6IP
EPM2AIP1
MLH1
LRRFIP2
GOLGA4
CTDSPL
ACAA1
MYD88
OXSR1
EXOG
SLC25A38
RPSA
EIF1B
RPL14
CTNNB1
TRAK1
SEC22C
SS18L2
NKTR
HIGD1A
KRBOX1
POMGNT2
SNRK
ANO10
ABHD5
TCAIM
KIAA1143
TMEM42
ZDHHC3
EXOSC7
TMEM158
SACM1L
FYCO1
LRRC2
CCDC12
SETD2
PTPN23
SCAP
ELP6
SMARCC1
DHX30
MAP4
NME6
CCDC51
TMA7
SHISA5
COL7A1
UQCRC1
IP6K2
PRKAR2A
ARIH2
P4HTM
WDR6
DALRD3
NDUFAF3
IMPDH2
QRICH1
QARS
LAMB2
CCDC71
USP4
GPX1
RHOA
TCTA
DAG1
APEH
GMPPB
IP6K1
UBA7
RBM6
RBM5
GNAI2
SEMA3B
IFRD2
HYAL2
TUSC2
RASSF1
NPRL2
CYB561D2
TMEM115
HEMK1
MAPKAPK3
MANF
RBM15B
RAD54L2
TEX264
RRP9
PCBP4
ABHD14B
ABHD14A
RPL29
ALAS1
TWF2
PPM1M
WDR82
BAP1
NISCH
NT5DC2
SMIM4
PBRM1
GNL3
GLT8D1
SPCS1
RFT1
TKT
DCP1A
ACTR8
SELK
WNT5A
CCDC66
FAM208A
APPL1
PDE12
ARF4
SLMAP
FLNB
PXK
PDHB
PTPRG
C3orf14
THOC7
ATXN7
PSMD6
PRICKLE2
MAGI1
SLC25A26
SUCLG2
EOGT
TMF1
UBA3
ARL6IP5
MITF
FOXP1
RYBP
GXYLT2
PPP4R2
PDZRN3
LINC00960
ROBO1
GBE1
VGLL3
CHMP2B
CGGBP1
C3orf38
CRYBG3
MINA
CLDND1
DCBLD2
COL8A1
CMSS1
FILIP1L
TBC1D23
NIT2
TOMM70A
TMEM45A
TFG
TRMT10C
PCNP
RPL24
NXPE3
NFKBIZ
ALCAM
BBX
CD47
IFT57
DZIP3
PVRL3
PHLDB2
CD200
ATG3
SLC35A5
CCDC80
GTPBP8
C3orf17
BOC
NAA50
ATP6V1A
RP11-553L6.5
ZBTB20
LSAMP
B4GALT4
TMEM39A
TIMMDC1
COX17
GSK3B
LRRC58
FSTL1
NDUFB4
RABL3
GOLGB1
FAM162A
KPNA1
PARP9
DTX3L
PARP14
PDIA5
HACD2
MYLK
CCDC14
UMPS
ITGB5
HEG1
SLC12A8
ZNF148
SNX4
SLC41A3
CHCHD6
PLXNA1
TPRA1
ABTB1
MGLL
SEC61A1
RUVBL1
GATA2
GATA2-AS1
RPN1
RAB7A
ISY1
CNBP
COPG1
HMCES
H1FX
MBD4
PLXND1
ATP2C1
NUDT16
MRPL3
DNAJC13
UBA5
NPHP3
CDV3
SRPRB
RYK
AMOTL2
ANAPC13
CEP63
PPP2R3A
PCCB
STAG1
SLC35G2
NCK1
ARMC8
MRAS
FAIM
MRPS22
COPB2
RBP1
SLC25A36
ZBTB38
RASA2
RNF7
ATP1B3
TFDP2
XRN1
U2SURP
PLOD2
PLSCR1
GYG1
HLTF
HPS3
TM4SF1
WWTR1
COMMD2
RNF13
PFN2
TSC22D2
SERP1
EIF2A
SELT
SIAH2
MBNL1
MBNL1-AS1
RAP2B
DHX36
MME
SLC33A1
GMPS
SSR3
CCNL1
PTX3
RSRC1
MLF1
GFM1
LXN
RARRES1
MFSD1
SMC4
KPNA4
NMD3
PDCD10
GOLIM4
SEC62
PHC3
PRKCI
SKIL
CLDN11
RPL22L1
EIF5A2
TNIK
FNDC3B
NLGN1
TBL1XR1
ZMAT3
PIK3CA
ZNF639
MFN1
GNB4
ACTL6A
MRPL47
NDUFB5
TTC14
FXR1
DNAJC19
ATP11B
DCUN1D1
KLHL24
PARL
EIF2B5
DVL3
AP2M1
ABCF3
ALG3
PSMD2
EIF4G1
POLR2H
MAGEF1
VPS8
MAP3K13
SENP2
IGF2BP2
TRA2B
ETV5
DNAJB11
EIF4A2
RPL39L
MASP1
RTP4
BCL6
LPP
P3H2
CCDC50
OPA1
ATP13A3
LSG1
FAM43A
XXYLT1
ACAP2
PPP1R2
LINC00969
TFRC
PCYT1A
TCTEX1D2
UBXN7
RNF168
PIGX
PAK2
SENP5
NCBP2
NCBP2-AS2
DLG1
FYTTD1
LRCH3
RPL35A
ZNF721
PIGG
ATP5I
MYL5
PCGF3
GAK
TMEM175
SPON2
CTBP1
MAEA
SLBP
TMEM129
LETM1
WHSC1
C4orf48
MXD4
RNF4
TNIP2
ADD1
MFSD10
NOP14
HTT
LRPAP1
TMEM128
LYAR
STX18
CYTL1
WFS1
MAN2B2
MRFAP1
MRFAP1L1
BLOC1S4
KIAA0232
GRPEL1
AFAP1
WDR1
RAB28
BOD1L1
CC2D2A
FBXL5
FAM200B
BST1
LDB2
QDPR
LAP3
MED28
SLIT2
DHX15
SOD3
SEL1L3
SMIM20
RBPJ
TBC1D19
STIM2
PCDH7
TBC1D1
KLF3
FAM114A1
KLHL5
RFC1
RPL9
UGDH
SMIM14
UBE2K
PDS5A
APBB2
UCHL1
LIMCH1
TMEM33
SLC30A9
GNPDA2
COMMD8
ATP10D
SLAIN2
FRYL
OCIAD1
OCIAD2
DCUN1D4
SGCB
USP46
FIP1L1
CHIC2
PDGFRA
SRD5A3
TMEM165
CLOCK
EXOC1
AASDH
PAICS
SRP72
REST
NOA1
POLR2B
IGFBP7
UBA6
YTHDC1
UTP3
RUFY3
GRSF1
SLC4A4
ANKRD17
CXCL1
MTHFD2L
PARM1
RCHY1
THAP6
G3BP2
USO1
SDAD1
NUP54
SCARB2
SEPT11
CCNI
CCNG2
MRPL1
BMP2K
ANTXR2
FGF5
HNRNPD
HNRNPDL
ENOPH1
TMEM150C
SEC31A
THAP9-AS1
COPS4
COQ2
MRPS18C
FAM175A
GPAT3
WDFY3
ARHGAP24
MAPK10
PTPN13
AFF1
KLHL8
HSD17B11
NUDT9
PKD2
PPM1K
PYURF
HERC3
FAM13A
SNCA
SMARCAD1
PDLIM5
RAP1GDS1
TSPAN5
EIF4E
METAP1
ADH5
ADH1B
LAMTOR3
DNAJB14
H2AFZ
PPP3CA
FLJ20021
SLC39A8
RP11-499E18.1
NFKB1
MANBA
UBE2D3
CISD2
BDH2
PPA2
INTS12
AIMP1
PAPSS1
SGMS2
CYP2U1
HADH
RPL34
OSTC
SEC24B
CCDC109B
CASP6
PLA2G12A
GAR1
ELOVL6
LARP7
CAMK2D
ARSJ
SNHG8
PRSS12
METTL14
SEC24D
SYNPO2
USP53
C4orf3
PDE5A
ANXA5
BBS7
KIAA1109
FGF2
SPRY1
LARP1B
PGRMC2
JADE1
PCDH18
SLC7A11
ELF2
NDUFC1
NAA15
SETD7
MGST2
SCOC
CLGN
ELMOD2
TBC1D9
ZNF330
IL15
SMARCA5
ANAPC10
ABCE1
OTUD4
LSM6
TMEM184C
ARHGAP10
RPS3A
SH3D19
FBXW7
ARFIP1
TRIM2
PLRG1
MAP9
CTSO
PDGFC
FAM198B
ETFDH
PPID
FNIP2
RAPGEF2
TMA16
TMEM192
MSMO1
DDX60L
PALLD
CBR4
NEK1
CLCN3
C4orf27
HMGB2
SAP30
FBXO8
ASB5
SPCS3
AGA
DCTD
WWC2
ING2
RWDD4
TRAPPC11
STOX2
IRF2
CASP3
ACSL1
SLC25A4
CFAP97
UFSP2
FAT1
FRG1
CCDC127
SDHA
PDCD6
AHRR
EXOC3-AS1
EXOC3
BRD9
CLPTM1L
LPCAT1
MRPL36
NDUFS6
C5orf38
ICE1
MED10
SRD5A1
MIR4458HG
SEMA5A
SNHG18
CCT5
CMBL
MARCH6
ANKRD33B
DAP
TRIO
AC016549.1
FAM105A
OTULIN
ANKH
ZNF622
MYO10
BASP1
DROSHA
GOLPH3
ZFR
SUB1
TARS
ADAMTS12
RAI14
RAD1
BRIX1
DNAJC21
SKP2
NIPBL
C5orf42
WDR70
LIFR
OSMR
RICTOR
DAB2
PRKAA1
RPL37
OXCT1
C5orf51
SEPP1
ZNF131
HMGCS1
C5orf28
PAIP1
NNT-AS1
NNT
MRPS30
ITGA1
PELO
ITGA2
MOCS2
FST
NDUFS4
SNX18
GPX8
DHX29
SKIV2L2
PLPP1
IL6ST
SETD9
GPBP1
PLK2
NDUFAF2
SMIM15
ZSWIM6
KIF2A
DIMT1
SREK1IP1
CWC27
ADAMTS6
PPWD1
NLN
ERBB2IP
SREK1
MAST4
PIK3R1
SLC30A5
MRPS36
CDK7
AK6
TAF9
RAD17
GTF2H2
BDP1
MAP1B
MRPS27
TNPO1
BTF3
ANKRA2
ARHGEF28
HEXB
NSA2
HMGCR
COL4A3BP
POLK
F2R
AGGF1
WDR41
TBCA
AP3B1
SCAMP1
LHFPL2
ARSB
BHMT2
JMY
HOMER1
PAPD4
ZFYVE16
CTD-2015H6.3
DHFR
MSH3
ZCCHC9
SSBP2
ATG10
RPS23
TMEM167A
COX7C
RASA1
CCNH
TMEM161B-AS1
CETN3
LYSMD3
ARRDC3
NR2F1-AS1
NR2F1
FAM172A
TTC37
RHOBTB3
GLRX
ELL2
CAST
ERAP1
ERAP2
LNPEP
RIOK2
RGMB
CHD1
FAM174A
PAM
PPIP5K2
C5orf30
FBXL17
FER
PJA2
MAN2A1
SLC25A46
TSLP
WDR36
STARD4
NREP
EPB41L4A-AS1
APC
SRP19
REEP5
DCP2
MCC
YTHDC2
TMED7
ATG12
AP3S1
COMMD10
DMXL1
TNFAIP8
HSD17B4
PRR16
SRFBP1
LOX
SNCAIP
SNX2
SNX24
PPIC
CSNK1G3
ZNF608
GRAMD3
ALDH7A1
PHAX
PRRC1
LINC01184
SLC12A2
FBN2
ISOC1
HINT1
LYRM7
CDC42SE2
FNIP1
P4HA2
PDLIM4
C5orf56
IRF1
RAD50
KIF3A
SEPT8
UQCRQ
AFF4
ZCCHC10
HSPA4
C5orf15
VDAC1
SKP1
PPP2CA
UBE2B
CDKN2AIPNL
JADE2
SAR1B
SEC24A
CAMLG
DDX46
C5orf24
TXNDC15
PITX1
H2AFY
TGFBI
SMAD5
SPOCK1
HNRNPA0
FAM13B
BRD8
FAM53C
KDM3B
REEP2
EGR1
ETF1
HSPA9
CTNNA1
SIL1
PAIP2
TMEM173
UBE2D2
CXXC5
PURA
CYSTM1
PFDN1
SRA1
SLC35A4
NDUFA2
IK
WDR55
HARS
ZMAT2
TAF7
DIAPH1
HDAC3
KIAA0141
RNF14
GNPDA1
NDFIP1
NR3C1
YIPF5
LARS
TCERG1
DPYSL3
ABLIM3
CARMN
RP11-394O4.5
CSNK1A1
SLC26A2
HMGXB3
PDGFRB
TCOF1
RPS14
NDST1
SYNPO
RBM22
DCTN4
SMIM3
GPX3
TNIP1
ANXA6
SPARC
ATOX1
G3BP1
GALNT10
SAP30L
LARP1
CNOT8
MRPL22
SGCD
MED7
ADAM19
THG1L
CLINT1
RNF145
UBLCP1
TTC1
PWWP2A
SLU7
PTTG1
CCNG1
NUDCD2
MAT2B
RARS
PANK3
NPM1
FBXW11
UBTD2
SH3PXD2B
DUSP1
ERGIC1
RPL26L1
ATP6V0E1
CREBRF
STC2
BOD1
CPEB4
SFXN1
KIAA1191
NOP16
HIGD2A
CLTB
FAF2
TSPAN17
UIMC1
NSD1
PRELID1
LMAN2
GRK6
PRR7
DBN1
PDLIM7
DDX41
TMED9
B4GALT7
RMND5B
NHP2
HNRNPAB
PHYKPL
ADAMTS2
RUFY1
HNRNPH1
CANX
MGAT4B
SQSTM1
C5orf45
TBC1D9B
RNF130
MAPK9
MGAT1
GNB2L1
DUSP22
FOXF2
FOXC1
GMDS
WRNIP1
SERPINB1
SERPINB6
NQO2
BPHL
TUBB2A
PSMG4
PXDC1
PRPF4B
ECI2
CDYL
LYRM4
RREB1
SSR1
RIOK1
EEF1E1
SLC35B3
TFAP2A
PAK1IP1
TMEM14C
TMEM14B
SMIM13
TBC1D7
NOL7
RANBP9
MCUR1
JARID2
DTNBP1
MYLIP
GMPR
ATXN1
CAP2
FAM8A1
NUP153
KIF13A
TPMT
DEK
SOX4
MRS2
TDP2
ACOT13
C6orf62
GMNN
FAM65B
LRRC16A
TRIM38
HIST1H1C
HIST1H4C
HIST1H2AC
BTN3A2
BTN3A3
BTN2A1
ABT1
ZNF322
ZSCAN16-AS1
TRIM27
HLA-F
HLA-A
ZNRD1
PPP1R11
TRIM26
HCG18
HLA-E
GNL1
ABCF1
PPP1R10
MRPS18B
DHX16
PPP1R18
TUBB
XXbac-BPG252P9.9
FLOT1
IER3
HLA-C
HLA-B
MICA
DDX39B
NFKBIL1
PRRC2A
BAG6
C6orf47
GPANK1
CSNK2B
DDAH2
CLIC1
VARS
LSM2
HSPA1A
